"{'completeness': 100.0, 'A1-A1': 17, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 10, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,42_01_Mẫu TK04 khôi phục HC TK04 MỚI.txt
"{'completeness': 100.0, 'A1-A1': 19, 'A1-A2': 1, 'A1-B': 0, 'B-A1': 0, 'B-B': 9, 'error A1-A2': [('user1_birthplace', 'user1_birth_registration_place_province')], 'error A1-B': [], 'error B-A1': []}",95.0,,,,,,,,43_00_Mẫu TK05 báo mất HC 05 7 TK05 MỚI.txt
"{'completeness': 100.0, 'A1-A1': 19, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 7, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,43_01_Mẫu TK05 báo mất HC 05 7 TK05 MỚI.txt
"{'completeness': 100.0, 'A1-A1': 8, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 2, 'B-B': 20, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_full_name'), ('#another', 'user1_full_name')]}",100.0,,,,,,,,44_00_Quyet_dinh_viec_nghi_viec_huong_che_do_huu_tri.txt
"{'completeness': 100.0, 'A1-A1': 8, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 2, 'B-B': 18, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_full_name'), ('#another', 'user1_full_name')]}",100.0,,,,,,,,44_01_Quyet_dinh_viec_nghi_viec_huong_che_do_huu_tri.txt
"{'completeness': 100.0, 'A1-A1': 9, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 4, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,45_00_thay_doi_thong_tin_cu_tru.txt
"{'completeness': 100.0, 'A1-A1': 7, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 4, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,45_01_thay_doi_thong_tin_cu_tru.txt
"{'completeness': 100.0, 'A1-A1': 17, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 4, 'B-B': 8, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_alias_name'), ('#another', 'user1_nationality'), ('#another', 'user1_occupation'), ('#another', 'user1_permanent_address')]}",100.0,,,,,,,,46_00_thay_doi_thong_tin_cu_tru_nuoc_ngoai.txt
"{'completeness': 100.0, 'A1-A1': 18, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 3, 'B-B': 7, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_alias_name'), ('#another', 'user1_nationality'), ('#another', 'user1_occupation')]}",100.0,,,,,,,,46_01_thay_doi_thong_tin_cu_tru_nuoc_ngoai.txt
"{'completeness': 100.0, 'A1-A1': 12, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 7, 'error A1-A2': [], 'error A1-B': [('user1_id_number', '#another')], 'error B-A1': []}",92.3076923076923,,,,,,,,47_00_thay_doi_thong_tin_nguoi_huong.txt
"{'completeness': 100.0, 'A1-A1': 12, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 7, 'error A1-A2': [], 'error A1-B': [('user1_id_number', '#another')], 'error B-A1': []}",92.3076923076923,,,,,,,,47_01_thay_doi_thong_tin_nguoi_huong.txt
"{'completeness': 100.0, 'A1-A1': 3, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 2, 'B-B': 6, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_current_address'), ('#another', 'user1_occupation')]}",100.0,,,,,,,,48_00_thong_tin_co_ban.txt
"{'completeness': 100.0, 'A1-A1': 11, 'A1-A2': 4, 'A1-B': 1, 'B-A1': 0, 'B-B': 3, 'error A1-A2': [('user2_current_address', 'user1_current_address'), ('user2_current_address_ward', 'user1_current_address_ward'), ('user2_current_address_district', 'user1_current_address_district'), ('user2_current_address_province', 'user1_current_address_province')], 'error A1-B': [('user2_full_name', '#another')], 'error B-A1': []}",68.75,,,,,,,,49_00_TK1-TS.txt
"{'completeness': 100.0, 'A1-A1': 9, 'A1-A2': 0, 'A1-B': 5, 'B-A1': 0, 'B-B': 3, 'error A1-A2': [], 'error A1-B': [('user2_full_name', '#another'), ('user2_current_address', '#another'), ('user2_current_address_ward', '#another'), ('user2_current_address_district', '#another'), ('user2_current_address_province', '#another')], 'error B-A1': []}",64.28571428571429,,,,,,,,49_01_TK1-TS.txt
"{'completeness': 100.0, 'A1-A1': 16, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 11, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,50_00_TKDK_thay_doi_bo_sung_ho_tich_xacdinhlai_dantoc.txt
"{'completeness': 100.0, 'A1-A1': 18, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 9, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,50_01_TKDK_thay_doi_bo_sung_ho_tich_xacdinhlai_dantoc.txt
"{'completeness': 100.0, 'A1-A1': 35, 'A1-A2': 0, 'A1-B': 2, 'B-A1': 0, 'B-B': 5, 'error A1-A2': [], 'error A1-B': [('user2_id_number', '#another'), ('user2_current_address', '#another')], 'error B-A1': []}",94.5945945945946,,,,,,,,51_00_TK_cap_ho_chieu_tre_em.txt
"{'completeness': 100.0, 'A1-A1': 27, 'A1-A2': 0, 'A1-B': 4, 'B-A1': 0, 'B-B': 5, 'error A1-A2': [], 'error A1-B': [('user2_id_number', '#another'), ('user2_current_address', '#another'), ('user4_dob_month', '#another'), ('user4_dob_year', '#another')], 'error B-A1': []}",87.09677419354838,,,,,,,,51_01_TK_cap_ho_chieu_tre_em.txt
"{'completeness': 100.0, 'A1-A1': 23, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 3, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,52_00_TK_dang_ky_CMC.txt
"{'completeness': 100.0, 'A1-A1': 25, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 3, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,52_01_TK_dang_ky_CMC.txt
"{'completeness': 100.0, 'A1-A1': 22, 'A1-A2': 0, 'A1-B': 4, 'B-A1': 3, 'B-B': 2, 'error A1-A2': [], 'error A1-B': [('user2_id_number', '#another'), ('user2_id_number', '#another'), ('user3_id_number', '#another'), ('user4_id_number', '#another')], 'error B-A1': [('#another', 'day'), ('#another', 'month'), ('#another', 'year')]}",84.61538461538461,,,,,,,,53_00_TK_DKLai_viec_nuoi_con_nuoi.txt
"{'completeness': 100.0, 'A1-A1': 23, 'A1-A2': 3, 'A1-B': 4, 'B-A1': 0, 'B-B': 3, 'error A1-A2': [('user1_dob_day', 'user2_dob_day'), ('user1_dob_month', 'user2_dob_month'), ('user1_dob_year', 'user2_dob_year')], 'error A1-B': [('user2_id_number', '#another'), ('user2_id_number', '#another'), ('user3_id_number', '#another'), ('user4_id_number', '#another')], 'error B-A1': []}",76.66666666666667,,,,,,,,53_01_TK_DKLai_viec_nuoi_con_nuoi.txt
completeness,A1-A1,A1-A2,A1-B,B-A1,B-B,error A1-A2,error A1-B,error B-A1,54_00_TK_DK_cham_dut_giam_ho.txt
"{'completeness': 100.0, 'A1-A1': 26, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 8, 'error A1-A2': [], 'error A1-B': [('user3_id_number', '#another')], 'error B-A1': []}",96.29629629629629,,,,,,,,54_01_TK_DK_cham_dut_giam_ho.txt
"{'completeness': 100.0, 'A1-A1': 22, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 2, 'error A1-A2': [], 'error A1-B': [('user3_id_number', '#another')], 'error B-A1': []}",95.65217391304348,,,,,,,,55_00_TK_DK_giam_ho.txt
"{'completeness': 100.0, 'A1-A1': 21, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 1, 'error A1-A2': [], 'error A1-B': [('user3_id_number', '#another')], 'error B-A1': []}",95.45454545454545,,,,,,,,55_01_TK_DK_giam_ho.txt
"{'completeness': 100.0, 'A1-A1': 21, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 2, 'error A1-A2': [], 'error A1-B': [('user3_id_number', '#another')], 'error B-A1': []}",95.45454545454545,,,,,,,,55_02_TK_DK_giam_ho.txt
"{'completeness': 100.0, 'A1-A1': 15, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 1, 'B-B': 13, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user2_current_address')]}",100.0,,,,,,,,56_00_TK_DK_khai_tu.txt
"{'completeness': 100.0, 'A1-A1': 17, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 12, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,56_01_TK_DK_khai_tu.txt
"{'completeness': 100.0, 'A1-A1': 14, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 12, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,56_02_TK_DK_khai_tu.txt
"{'completeness': 100.0, 'A1-A1': 21, 'A1-A2': 0, 'A1-B': 2, 'B-A1': 0, 'B-B': 3, 'error A1-A2': [], 'error A1-B': [('user2_id_number', '#another'), ('user3_id_number', '#another')], 'error B-A1': []}",91.30434782608695,,,,,,,,57_00_TK_DK_nhan_CMC.txt
"{'completeness': 100.0, 'A1-A1': 22, 'A1-A2': 0, 'A1-B': 2, 'B-A1': 0, 'B-B': 3, 'error A1-A2': [], 'error A1-B': [('user2_id_number', '#another'), ('user3_id_number', '#another')], 'error B-A1': []}",91.66666666666666,,,,,,,,57_01_TK_DK_nhan_CMC.txt
"{'completeness': 100.0, 'A1-A1': 21, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 1, 'B-B': 3, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user2_id_number')]}",100.0,,,,,,,,57_02_TK_DK_nhan_CMC.txt
"{'completeness': 100.0, 'A1-A1': 10, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 4, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,58_00_TK_thay_doi_thong_tin_cu_tru.txt
"{'completeness': 100.0, 'A1-A1': 2, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 23, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,59_00_to_khai_thue_thu_nhap_ca_nhan.txt
"{'completeness': 100.0, 'A1-A1': 2, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 25, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,59_01_to_khai_thue_thu_nhap_ca_nhan.txt
"{'completeness': 100.0, 'A1-A1': 17, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 1, 'B-B': 0, 'error A1-A2': [], 'error A1-B': [('user1_id_number', '#another')], 'error B-A1': [('#another', 'receiver')]}",94.44444444444444,,,,,,,,60_00_xac_minh_cccd.txt
"{'completeness': 100.0, 'A1-A1': 15, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 1, 'B-B': 0, 'error A1-A2': [], 'error A1-B': [('user1_id_number', '#another')], 'error B-A1': [('#another', 'receiver')]}",93.75,,,,,,,,60_01_xac_minh_cccd.txt
"{'completeness': 100.0, 'A1-A1': 17, 'A1-A2': 0, 'A1-B': 2, 'B-A1': 1, 'B-B': 0, 'error A1-A2': [], 'error A1-B': [('user1_id_number', '#another'), ('user1_id_issue_place', '#another')], 'error B-A1': [('#another', 'receiver')]}",89.47368421052632,,,,,,,,60_02_xac_minh_cccd.txt
completeness,A1-A1,A1-A2,A1-B,B-A1,B-B,error A1-A2,error A1-B,error B-A1,61_00_xac_nhan_thu_nhap.txt
"{'completeness': 100.0, 'A1-A1': 6, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 3, 'B-B': 18, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'year'), ('#another', 'year'), ('#another', 'year')]}",100.0,,,,,,,,61_01_xac_nhan_thu_nhap.txt
"{'completeness': 100.0, 'A1-A1': 14, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 13, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,62_00_xet_cap_hoc_bong_chinh_sach.txt
"{'completeness': 100.0, 'A1-A1': 14, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 13, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,62_01_xet_cap_hoc_bong_chinh_sach.txt
"{'completeness': 100.0, 'A1-A1': 3, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 5, 'error A1-A2': [], 'error A1-B': [('receiver', '#another')], 'error B-A1': []}",75.0,,,,,,,,63_00_xinviec.txt
"{'completeness': 100.0, 'A1-A1': 9, 'A1-A2': 0, 'A1-B': 2, 'B-A1': 0, 'B-B': 5, 'error A1-A2': [], 'error A1-B': [('receiver', '#another'), ('receiver', '#another')], 'error B-A1': []}",81.81818181818183,,,,,,,,63_01_xinviec.txt
"{'completeness': 100.0, 'A1-A1': 6, 'A1-A2': 1, 'A1-B': 2, 'B-A1': 0, 'B-B': 7, 'error A1-A2': [('user2_permanent_address', 'user1_permanent_address')], 'error A1-B': [('user1_birthplace', '#another'), ('user2_full_name', '#another')], 'error B-A1': []}",66.66666666666666,,,,,,,,64_00_ĐN_chi_tra_tien_mien_giam_hoc_phi.txt
"{'completeness': 100.0, 'A1-A1': 8, 'A1-A2': 1, 'A1-B': 2, 'B-A1': 0, 'B-B': 7, 'error A1-A2': [('user2_permanent_address', 'user1_permanent_address')], 'error A1-B': [('user1_birthplace', '#another'), ('user2_full_name', '#another')], 'error B-A1': []}",72.72727272727273,,,,,,,,64_01_ĐN_chi_tra_tien_mien_giam_hoc_phi.txt
"{'completeness': 100.0, 'A1-A1': 9, 'A1-A2': 1, 'A1-B': 2, 'B-A1': 0, 'B-B': 7, 'error A1-A2': [('user2_permanent_address', 'user1_permanent_address')], 'error A1-B': [('user1_birthplace', '#another'), ('user2_full_name', '#another')], 'error B-A1': []}",75.0,,,,,,,,64_02_ĐN_chi_tra_tien_mien_giam_hoc_phi.txt
